Equipo,Ciudad,Estadio,Liga,region,Año_fundacion,Años_cantidad
Social San Nicolás,Supe,Edgardo Reyes Bolívar,Copa Perú,Lima Región,1916.0,108.0
Social Venus,Huacho,Segundo Aranda Torres,Copa Perú,Lima Región,1980.0,44.0
Sport América,Barranca,Municipal de Barranca,Copa Perú,Lima Región,1952.0,72.0
Sport Andahuasi,Sayán,San Nicolás de Tolentino,Copa Perú,Lima Región,1917.0,107.0
Sport Arica de Uquira,Coayllo,Héctor Chumpitaz,Copa Perú,Lima Región,1939.0,85.0
Sport Atlántico,Huáñec,Municipal de Yauyos,Copa Perú,Lima Región,1961.0,63.0
Sport Atlético La Rivera,Chancay,Rómulo Shaw Cisneros,Copa Perú,Lima Región,1967.0,57.0
Sport Bolívar,Huacho,Segundo Aranda Torres,Copa Perú,Lima Región,1953.0,71.0
Sport Boys de Capilla de Asia,Asia,Municipal de Capilla de Asia,Copa Perú,Lima Región,1935.0,89.0
Sport Boys de Pueblo Viejo,Santa María,Marcial Villanueva,Copa Perú,Lima Región,1932.0,92.0
Sport Boys de San Isidro,Végueta,Eleodoro Medina García,Copa Perú,Lima Región,1944.0,80.0
Sport Buenos Aires,Lunahuaná,Municipal de Lunahuaná,Copa Perú,Lima Región,1928.0,96.0
Sport Carrizales,Nuevo Imperial,Teófilo Cubillas Arizaga,Copa Perú,Lima Región,1977.0,47.0
Sport Chacarita,Cañete,Roberto Yáñez,Copa Perú,Lima Región,1939.0,85.0
Sport Chancay,Chancay,Rómulo Shaw Cisneros,Copa Perú,Lima Región,1914.0,110.0
Sport DENI,Nuevo Imperial,Teófilo Cubillas Arizaga,Copa Perú,Lima Región,1970.0,54.0
Sport Estudiantil Sangrar,Lachaqui,Inguanchi de Lachaqui,Copa Perú,Lima Región,1927.0,97.0
Sport Grasa,Huara,Manuel Fumagalli,Copa Perú,Lima Región,1959.0,65.0
Sport Humaya,Huaura,Manuel Fumagalli,Copa Perú,Lima Región,1914.0,110.0
Sport Mandamiento,Santa María,Marcial Villanueva,Copa Perú,Lima Región,1917.0,107.0
Sport Nacional,Mala,Municipal de Mala,Copa Perú,Lima Región,1948.0,76.0
Sport Olaya,Matucana,Municipal de Matucana,Copa Perú,Lima Región,1918.0,106.0
Sport Paramonga,Paramonga,Alejandro Gonzales,Copa Perú,Lima Región,1930.0,94.0
Sport Pensilvania,Santa María,Marcial Villanueva Marcos,Copa Perú,Lima Región,1935.0,89.0
Sport Progreso de Pariamarca,Canta,Municipal de Canta,Copa Perú,Lima Región,1936.0,88.0
Sport Rosario,Aucallama,Oswaldo Salguero,Copa Perú,Lima Región,1969.0,55.0
Sport San Pedro,Coayllo,Héctor Chumpitaz,Copa Perú,Lima Región,1950.0,74.0
Sport Sucre,Barranca,Municipal de Barranca,Copa Perú,Lima Región,1945.0,79.0
Sporting Barranco,Huacho,Segundo Aranda Torres,Copa Perú,Lima Región,1947.0,77.0
Sporting Tabaco,Santa María,Marcial Villanueva,Copa Perú,Lima Región,1949.0,75.0
Tito Drago FC,Huacho,Segundo Aranda Torres,Copa Perú,Lima Región,1959.0,65.0
Unión Andahuasi,Sayán,San Nicolás de Tolentino,Copa Perú,Lima Región,1927.0,97.0
Unión Buenos Aires,Huacho,Segundo Aranda Torres,Copa Perú,Lima Región,1924.0,100.0
Unión Buenos Aires,Pativilca,Simón Rodriguez,Copa Perú,Lima Región,1979.0,45.0
Unión Bujama,Mala,Municipal de Mala,Copa Perú,Lima Región,1950.0,74.0
Unión Chancay,Chancay,Rómulo Shaw Cisneros,Copa Perú,Lima Región,1915.0,109.0
Unión Estudiantil,Lachaqui,Inguanchi de Lachaqui,Copa Perú,Lima Región,1966.0,58.0
Unión Huaral,Huaral,Julio Lores Colán,Segunda División,Lima Región,1948.0,76.0
Unión Ingenio,Huaura,Manuel Fumagalli,Copa Perú,Lima Región,1960.0,64.0
Unión Jicamarca,Jicamarca,La Cuarta Maravilla,Copa Perú,Lima Región,1974.0,50.0
Unión Juventud,Nuevo Imperial,Teófilo Cubillas Arizaga,Copa Perú,Lima Región,1952.0,72.0
Unión Juventud Tornameza,Huarochirí,Chihuacoto,Copa Perú,Lima Región,1968.0,56.0
Unión Supe,Supe,Edgardo Reyes Bolívar,Copa Perú,Lima Región,1955.0,69.0
Vasco de Gama,Chancay,Rómulo Shaw Cisneros,Copa Perú,Lima Región,1955.0,69.0
Walter Ormeño,Imperial,Óscar Ramos Cabieses,Copa Perú,Lima Región,1951.0,73.0
Alfonso Ugarte,Iquitos,Max Augustín,Copa Perú,Loreto,1934.0,90.0
Athletic Club Lores,Yurimaguas,Ricardo Cruzalegui Rojas,Copa Perú,Loreto,1922.0,102.0
Bolívar,Iquitos,Max Augustín,Copa Perú,Loreto,1978.0,46.0
Chacarita Versalles,Iquitos,Max Augustín,Copa Perú,Loreto,1946.0,78.0
CNI,Iquitos,Max Augustín,Copa Perú,Loreto,1926.0,98.0
Comerciantes FC,Iquitos,Max Augustín,Segunda División,Loreto,2018.0,6.0
Deportivo Celendín,Iquitos,Max Augustín,Copa Perú,Loreto,1963.0,61.0
Defensor Loma,Yurimaguas,Ricardo Cruzalegui Rojas,Copa Perú,Loreto,1973.0,51.0
Deportivo Salud,San Lorenzo,Max Augustín,Copa Perú,Loreto,2013.0,11.0
Deportivo UNAP,Iquitos,Max Augustín,Copa Perú,Loreto,1961.0,63.0
Dos de Mayo de Yurimaguas,Yurimaguas,Ricardo Cruzalegui Rojas,Copa Perú,Loreto,1922.0,102.0
Estudiantil CNI,Iquitos,Max Augustín,Copa Perú,Loreto,1997.0,27.0
Estudiantil San Pablo,Requena,Municipal de Requena,Copa Perú,Loreto,1945.0,79.0
Ex Alumnos Agustinos,Iquitos,Max Augustín,Copa Perú,Loreto,1949.0,75.0
Gonzales Prada,Tamshiyacu,Municipal de Tamshiyacu,Copa Perú,Loreto,1936.0,88.0
Hungaritos Agustinos,Iquitos,Max Augustín,Copa Perú,Loreto,1954.0,70.0
José Pardo,Iquitos,Max Augustín,Copa Perú,Loreto,1907.0,117.0
Juventud Miraflores,Iquitos,Max Augustín,Copa Perú,Loreto,1960.0,64.0
Mariscal Sucre,Moronacocha,Max Augustín,Copa Perú,Loreto,1950.0,74.0
Politécnico,Iquitos,Max Augustín,Copa Perú,Loreto,1967.0,57.0
Red de Salud,Yurimaguas,Ricardo Cruzalegui Rojas,Copa Perú,Loreto,2014.0,10.0
San Gabriel,Yurimaguas,Ricardo Cruzalegui Rojas,Copa Perú,Loreto,1998.0,26.0
Sport Bellavista,Punchana,Municipal de Punchana,Copa Perú,Loreto,1985.0,39.0
Sport Dos de Mayo,Iquitos,Max Augustín,Copa Perú,Loreto,1913.0,111.0
Sport Loreto,Iquitos,Max Augustín,Copa Perú,Loreto,1909.0,115.0
CNB,Puerto Maldonado,IPD de Puerto Maldonado,Copa Perú,Madre de Dios,1971.0,53.0
Deportivo Bifi,Puerto Maldonado,IPD de Puerto Maldonado,Copa Perú,Madre de Dios,1998.0,26.0
Deportivo Maldonado,Puerto Maldonado,IPD de Puerto Maldonado,Copa Perú,Madre de Dios,1936.0,88.0
Faustino Maldonado,Puerto Maldonado,IPD de Puerto Maldonado,Copa Perú,Madre de Dios,1969.0,55.0
Fray Martín,Puerto Maldonado,IPD de Puerto Maldonado,Copa Perú,Madre de Dios,1961.0,63.0
Hospital Santa Rosa,Puerto Maldonado,IPD de Puerto Maldonado,Copa Perú,Madre de Dios,2006.0,18.0
Minsa FBC,Puerto Maldonado,IPD de Puerto Maldonado,Copa Perú,Madre de Dios,1997.0,27.0
Olímpico,Puerto Maldonado,IPD de Puerto Maldonado,Copa Perú,Madre de Dios,2009.0,15.0
Club Deportivo Las Huaringas,Puerto Maldonado,IPD de Puerto Maldonado,Copa Perú,Madre de Dios,2007.0,17.0
Sport Club Agropecuario,Puerto Maldonado,IPD de Puerto Maldonado,Copa Perú,Madre de Dios,1968.0,56.0
Academia Ticsani,Moquegua,25 de noviembre,Copa Perú,Moquegua,1986.0,38.0
Adeba,Ilo,Mariscal Nieto,Copa Perú,Moquegua,2005.0,19.0
Atlético Huracán,Moquegua,25 de noviembre,Copa Perú,Moquegua,1959.0,65.0
Atlético Ileño,Ilo,Mariscal Nieto,Copa Perú,Moquegua,1963.0,61.0
Credicoop San Cristóbal,Moquegua,25 de Noviembre,Copa Perú,Moquegua,2017.0,7.0
Deportivo Enersur,Ilo,Mariscal Nieto,Copa Perú,Moquegua,2003.0,21.0
Deportivo Municipal de Moquegua,Moquegua,25 de Noviembre,Copa Perú,Moquegua,2015.0,9.0
Hijos del Altiplano y del Pacífico,Ilo,Mariscal Nieto,Copa Perú,Moquegua,2017.0,7.0
Mariscal Nieto,Ilo,Mariscal Nieto,Copa Perú,Moquegua,1966.0,58.0
Peñarol Sporting Club,Ilo,Mariscal Nieto,Copa Perú,Moquegua,1956.0,68.0
Social Chalaca,Ilo,Mariscal Nieto,Copa Perú,Moquegua,1956.0,68.0
Social Episa,Ilo,Mariscal Nieto,Copa Perú,Moquegua,1951.0,73.0
Alianza Quiparacra,Quiparacra,Municipal de Quiparacra,Copa Perú,Pasco,1960.0,64.0
Alipio Ponce,Yanacancha,Municipal de Yanahuanca,Copa Perú,Pasco,2000.0,24.0
Asociación FBC Rancas,Simón Bolívar,Municipal de Rancas,Copa Perú,Pasco,1965.0,59.0
Centro Rancas,Simón Bolívar,Municipal de Rancas,Copa Perú,Pasco,1926.0,98.0
Columna Pasco,Cerro de Pasco,Daniel Alcides Carrión,Copa Perú,Pasco,1988.0,36.0
Deportivo Municipal de Cerro de Pasco,Cerro de Pasco,Daniel Alcides Carrión,Copa Perú,Pasco,1941.0,83.0
Deportivo UNDAC,Cerro de Pasco,Daniel Alcides Carrión,Copa Perú,Pasco,1964.0,60.0
Diablos Rojos,Oxapampa,Municipal de Oxapampa,Copa Perú,Pasco,1950.0,74.0
ECOSEM Pasco,Cerro de Pasco,Daniel Alcides Carrión,Copa Perú,Pasco,2012.0,12.0
Estudiantil Carrión,Cerro de Pasco,Daniel Alcides Carrión,Copa Perú,Pasco,1943.0,81.0
Independiente Canchacucho,Huayllay,Comunal de Huayllay,Copa Perú,Pasco,1938.0,86.0
Juventud Estrella Roja,Yanacancha,Comunal de Cajamarquilla,Copa Perú,Pasco,1984.0,40.0
Libertador Mariscal Castilla,Oxapampa,Municipal de Oxapampa,Copa Perú,Pasco,1954.0,70.0
San Juan de Yanacocha,Yanacancha,Municipal de Yanahuanca,Copa Perú,Pasco,1950.0,74.0
Social Inca,Paucartambo,Municipal de Paucartambo,Copa Perú,Pasco,1931.0,93.0
Social Paucartambo,Paucartambo,Municipal de Paucartambo,Copa Perú,Pasco,1936.0,88.0
Sociedad Tiro N° 28,Cerro de Pasco,Daniel Alcides Carrión,Copa Perú,Pasco,1908.0,116.0
Sport Sausa,Cerro de Pasco,Daniel Alcides Carrión,Copa Perú,Pasco,1963.0,61.0
Sporting Pasco,Cerro de Pasco,Daniel Alcides Carrión,Copa Perú,Pasco,1995.0,29.0
Unión Minas,Cerro de Pasco,Daniel Alcides Carrión,Copa Perú,Pasco,1974.0,50.0
Unión Paucartambo,Paucartambo,Municipal de Paucartambo,Copa Perú,Pasco,1931.0,93.0
Acubas,Ayabaca,Pampa de Lobo de Ayabaca,Copa Perú,Piura,1990.0,34.0
Alfonso Ugarte de Bernal,Bernal,Municipal de Bernal,Copa Perú,Piura,1931.0,93.0
Alianza Atlético,Sullana,Campeones del 36,Primera División,Piura,1920.0,104.0
Alianza Junín,Chulucanas,Miguel García Esteves,Copa Perú,Piura,1954.0,70.0
Alianza Las Lomas,Las Lomas,Municipal de Las Lomas,Copa Perú,Piura,1936.0,88.0
Alianza Libertad,Castilla,Manco Inca,Copa Perú,Piura,1960.0,64.0
Atlético Alianza,Bernal,Municipal de Bernal,Copa Perú,Piura,1942.0,82.0
Atlético Grau,Piura,Miguel Grau,Primera División,Piura,1919.0,105.0
Atlético Grau de Mallaritos,Sullana,Campeones del 36,Copa Perú,Piura,1920.0,104.0
Atlético Torino,Talara,Campeonísimo,Copa Perú,Piura,1957.0,67.0
Boys Fátima,Querecotillo,2 de febrero,Copa Perú,Piura,1952.0,72.0
Carlos Concha,Negritos,Wilberto Herrera Carlín,Copa Perú,Piura,1957.0,67.0
Centro Iqueño,La Unión,Municipal de La Unión,Copa Perú,Piura,1954.0,70.0
Cultural Mixto,Tambogrande,Fernando Arámbulo Santín,Copa Perú,Piura,1960.0,64.0
Cultural Paita,Paita,Hermanos Cárcamo,Copa Perú,Piura,1964.0,60.0
Defensor Arica,Bellavista,Melanio Coloma,Copa Perú,Piura,1957.0,67.0
Defensor Bellavista,Querocotillo,2 de febrero,Copa Perú,Piura,1971.0,53.0
Defensor Bolognesi,Castilla,Manco Inca,Copa Perú,Piura,1981.0,43.0
Defensor del Chira,Querocotillo,2 de febrero,Copa Perú,Piura,1979.0,45.0
Defensor La Bocana,Sechura,Sesquicentenario,Copa Perú,Piura,1987.0,37.0
Defensor Monte Sullón,Catacaos,Manuel Feijoó,Copa Perú,Piura,1988.0,36.0
Defensor Nuevo Catacaos,Catacaos,Manuel Feijoó,Copa Perú,Piura,1979.0,45.0
Deportivo Caysa,Yapatera,Miguel García Esteves,Copa Perú,Piura,1954.0,70.0
Deportivo Defensor Unión,La Unión,La Unión,Copa Perú,Piura,1968.0,56.0
Deportivo Ignacio Merino,Piura,Miguel Grau,Copa Perú,Piura,,
Deportivo Melgar,Marcavelica,Las Palmeras,Copa Perú,Piura,1948.0,76.0
Deportivo Miguel Checa,Miguel Checa,Víctor Montero Sojo,Copa Perú,Piura,1921.0,103.0
Deportivo Monteverde,Chulucanas,Miguel García Esteves,Copa Perú,Piura,1956.0,68.0
Deportivo Municipal de Vice,Vice,Municipal de Vice,Copa Perú,Piura,1957.0,67.0
Deportivo UNP,Piura,Miguel Grau,Copa Perú,Piura,1971.0,53.0
Diablos Rojos,Ignacio Escudero,Pablo Cruz Carrera,Copa Perú,Piura,1947.0,77.0
Estrella Roja,Piura,Miguel Grau,Copa Perú,Piura,1934.0,90.0
Estudiantes FC de Chancay,Bernal,Municipal de Bernal,Copa Perú,Piura,1974.0,50.0
FC Jibaja Che,Huancabamba,Pedro Potenciano Choquehuanca,Copa Perú,Piura,2012.0,12.0
General San Martín,Salitral,El Taquillero,Copa Perú,Piura,1921.0,103.0
Inca Juniors,Catacaos,Manuel Feijoó,Copa Perú,Piura,1946.0,78.0
Independiente de Sechura,Sechura,Sesquicentenario,Copa Perú,Piura,1942.0,82.0
Jorge Chávez,Sullana,Campeones del 36,Copa Perú,Piura,1920.0,104.0
José Gálvez de Pampa de Loro,Sechura,Sesquicentenario,Copa Perú,Piura,1974.0,50.0
José Olaya,Paita,Hermanos Cárcamo,Copa Perú,Piura,1976.0,48.0
Juventud Cautivo,San Miguel de El Faique,Pedro Potenciano Choquehuanca,Copa Perú,Piura,1979.0,45.0
Liberal La Encantada,Chulucanas,Miguel García Estévez,Copa Perú,Piura,1983.0,41.0
Liberal Sportivo,Talara,Campeonísimo,Copa Perú,Piura,1919.0,105.0
Nacional Defensor,Sullana,Campeones del 36,Copa Perú,Piura,1921.0,103.0
Olimpia,La Unión,Municipal de La Unión,Copa Perú,Piura,1954.0,70.0
Porvenir Huáscar,Castilla,Manco Inca,Copa Perú,Piura,1976.0,48.0
Real Santa Teresita,Sullana,Campeones del 36,Copa Perú,Piura,1986.0,38.0
River Plate de Catacaos,Catacaos,Manuel Feijoó,Copa Perú,Piura,1953.0,71.0
Rueda Dominicana de Santo Domingo,Bernal,Municipal de Bernal,Copa Perú,Piura,1945.0,79.0
San Lorenzo de Piura,Piura,Miguel Grau,Copa Perú,Piura,1947.0,77.0
San Luis,Salitral,El Taquillero,Copa Perú,Piura,1945.0,79.0
Sport Águila,Catacaos,Manuel Feijoó,Copa Perú,Piura,1916.0,108.0
Sport Bellavista,Bellavista,Melanio Coloma,Copa Perú,Piura,1935.0,89.0
Sport Blondell de Catacaos,Catacaos,Manuel Feijoó,Copa Perú,Piura,1944.0,80.0
Sport Blondell de Talara,Talara,Campeonísimo,Copa Perú,Piura,1915.0,109.0
Sport Bolívar,Colán,Revolución,Copa Perú,Piura,1964.0,60.0
Sport Boys de Colán,Colán,Revolución,Copa Perú,Piura,1956.0,68.0
Sport Chira,Viviate,Municipal de La Huaca,Copa Perú,Piura,1957.0,67.0
Sport Chorrillos de Máncora,Máncora,Municipal de Mancora,Copa Perú,Piura,1977.0,47.0
Sport Chorrillos de Querecotillo,Querecotillo,2 de febrero,Copa Perú,Piura,1969.0,55.0
Sport Escudero,Piura,Miguel Grau,Copa Perú,Piura,1920.0,104.0
Sport Estrella,Colán,Revolución,Copa Perú,Piura,1922.0,102.0
Sport Liberal,Piura,Miguel Grau,Copa Perú,Piura,1930.0,94.0
Sport Liberal La Peña,Miguel Checa,Víctor Montero de Sojo,Copa Perú,Piura,1984.0,40.0
Sport Túpac Amaru,Sullana,Campeones del 36,Copa Perú,Piura,1981.0,43.0
Sport Unión,Viviate,Municipal de La Huaca,Copa Perú,Piura,1940.0,84.0
Sporting Club Sechura,Sechura,Sesquicentenario,Copa Perú,Piura,1921.0,103.0
Unión Deportivo Barrio Piura,El Alto,Santos Guerrero,Copa Perú,Piura,1957.0,67.0
Unión Deportivo Chepito,Bernal,Municipal de Bernal,Copa Perú,Piura,1996.0,28.0
Unión Deportivo Parachique,Sechura,Sesquicentenario,Copa Perú,Piura,1962.0,62.0
Unión Salaverryna,Sullana,Campeones del 36,Copa Perú,Piura,1956.0,68.0
ADEVIL,Juliaca,Guillermo Briceño,Copa Perú,Puno,1988.0,36.0
Alfonso Ugarte,Puno,Monumental de la UNA,Segunda División,Puno,1928.0,96.0
Alianza Porvenir,Yunguyo,Municipal de Yunguyo,Copa Perú,Puno,2010.0,14.0
American Star,Juliaca,Guillermo Briceño,Copa Perú,Puno,1923.0,101.0
Atlético Toro,Puno,Enrique Torres Belón,Copa Perú,Puno,1996.0,28.0
Binacional,Desaguadero,Guillermo Briceño,Segunda División,Puno,2011.0,13.0
Carlos Varea,Puno,Enrique Torres Belón,Copa Perú,Puno,1952.0,72.0
Deportivo Ananea,Ananea,Municipal de Ananea,Copa Perú,Puno,2015.0,9.0
Deportivo Enciniano,Juliaca,Guillermo Briceño,Copa Perú,Puno,1967.0,57.0
Diablos Rojos,Juliaca,Guillermo Briceño,Copa Perú,Puno,1965.0,59.0
Estudiantes Puno,Puno,Enrique Torres Belón,Copa Perú,Puno,1996.0,28.0
FC Sien Carabaya,Macusani,Municipal de Macusani,Copa Perú,Puno,1980.0,44.0
Franciscano San Román,Juliaca,Guillermo Briceño,Copa Perú,Puno,2001.0,23.0
Miguel Grau,Ácora,Municipal de Ácora,Copa Perú,Puno,1978.0,46.0
Municipal de Azángaro,Azángaro,Polideportivo Municipal de Azángaro,Copa Perú,Puno,,
Policial Santa Rosa,Puno,Enrique Torres Belón,Copa Perú,Puno,2000.0,24.0
Real Miraflores,Cabanillas,Ricardo Tapi Luna,Copa Perú,Puno,2011.0,13.0
Unión Carolina,Puno,Carolino,Copa Perú,Puno,1905.0,119.0
Unión Fuerza Minera,Putina,Luis A. Gutiérrez,Copa Perú,Puno,2011.0,13.0
Universitario de Puno,Puno,Enrique Torres Belón,Copa Perú,Puno,1991.0,33.0
Alianza NSM,Jepelacio,Municipal de Jepelacio,Copa Perú,San Martín,1982.0,42.0
Alianza Tres Unidos,Tres Unidos,Municipal de Tres Unidos,Copa Perú,San Martín,1992.0,32.0
Asociación Deportiva Tahuisco,Moyobamba,IPD de Moyobamba,Copa Perú,San Martín,1982.0,42.0
Atlético Belén,Moyobamba,IPD de Moyobamba,Copa Perú,San Martín,1960.0,64.0
Ciro Alegría,Juan Guerra,Enrique Cassaretto,Copa Perú,San Martín,1969.0,55.0
Colegio Juan Guerra,Juan Guerra,Enrique Cassaretto,Copa Perú,San Martín,1992.0,32.0
Constructora Trujillo,Moyobamba,IPD de Moyobamba,Copa Perú,San Martín,2014.0,10.0
Cultural Juanjuí,Juanjuí,Gran Pajatén,Copa Perú,San Martín,1942.0,82.0
Defensor Banda de Shilcayo,La Banda de Shilcayo,Municipal Banda de Shilcayo,Copa Perú,San Martín,1980.0,44.0
Defensor Sisa,San José de Sisa,Eladio Tapullima,Copa Perú,San Martín,1979.0,45.0
Deportivo Cali,Tarapoto,Carlos Vidaurre García,Copa Perú,San Martín,1954.0,70.0
Deportivo Comercio,Juanjuí,Gran Pajatén,Copa Perú,San Martín,1995.0,29.0
Deportivo Dos de Mayo,San Hilarión,Dos de Mayo,Copa Perú,San Martín,1978.0,46.0
Deportivo Zaragoza,Moyobamba,IPD de Moyobamba,Copa Perú,San Martín,1928.0,96.0
Emilio San Martín,Moyobamba,IPD de Moyobamba,Copa Perú,San Martín,1927.0,97.0
Hugo Hausewell Vargas,Lamas,Hildebrando Hernán Salazar Saavedra,Copa Perú,San Martín,1982.0,42.0
Independiente Morales,Morales,Municipal de Morales,Copa Perú,San Martín,1979.0,45.0
Juvenil San Pedro,San Antonio,La Bajada,Copa Perú,San Martín,1988.0,36.0
Kechwas Lamistas,Lamas,Municipal de Lamas,Copa Perú,San Martín,2012.0,12.0
Olímpico,Rioja,Inca Pachacútec,Copa Perú,San Martín,1966.0,58.0
Oriental Sporting,Saposoa,Gran Saposoa,Copa Perú,San Martín,1966.0,58.0
Pesquero FC,Moyobamba,IPD de Moyobamba,Copa Perú,San Martín,1999.0,25.0
San José,Agua Blanca,Tapullima,Copa Perú,San Martín,1998.0,26.0
Sargento Lores,El Eslabón,Adela Vargas Burga,Copa Perú,San Martín,1935.0,89.0
Sargento Lores,Moyobamba,IPD de Moyobamba,Copa Perú,San Martín,1964.0,60.0
Selva FC,Segunda Jerusalén,Municipal de Segunda Jerusalén,Copa Perú,San Martín,2002.0,22.0
Sport Boys,Tocache,Municipal de Tocache,Copa Perú,San Martín,1950.0,74.0
Sport Boys Habana,Habana,Luis Gómez Encina,Copa Perú,San Martín,1940.0,84.0
Sport Loreto de Cuñumbuqui,Cuñumbuqui,Municipal de Cuñumbuqui,Copa Perú,San Martín,1936.0,88.0
Sport Progreso,Tocache,Municipal de Tocache,Copa Perú,San Martín,1942.0,82.0
Unión Comercio,Nueva Cajamarca,IPD de Moyobamba,Primera División,San Martín,2002.0,22.0
Unión Cumbaza,San Antonio,Municipal de San Antonio,Copa Perú,San Martín,1983.0,41.0
Unión Tarapoto,Tarapoto,Carlos Vidaurre García,Copa Perú,San Martín,1956.0,68.0
Universitario de Sauce,Sauce,Municipal del 8 de julio,Copa Perú,San Martín,1966.0,58.0
Zaragoza FC,Lamas,Municipal de Lamas,Copa Perú,San Martín,1979.0,45.0
Alfonso Ugarte,Tacna,Jorge Basadre,Copa Perú,Tacna,1930.0,94.0
Atlético San Pedro,Candarave,Municipal de Candarave,Copa Perú,Tacna,1983.0,41.0
Club Social 14,Ciudad Nueva,28 de agosto,Copa Perú,Tacna,1993.0,31.0
Coronel Bolognesi,Tacna,Jorge Basadre,Copa Perú,Tacna,1930.0,94.0
Defensor Tacna,Tacna,Jorge Basadre,Copa Perú,Tacna,1963.0,61.0
Defensor UNTAC,Tacna,Jorge Basadre,Copa Perú,Tacna,1971.0,53.0
Deportivo Eléctrico,Tacna,Jorge Basadre,Copa Perú,Tacna,1928.0,96.0
Deportivo Municipal de Tacna,Tacna,Jorge Basadre,Copa Perú,Tacna,1966.0,58.0
Deportivo Victoria,Tacna,Jorge Basadre,Copa Perú,Tacna,1939.0,85.0
Juventud Locumba,Locumba,Municipal de Locumba,Copa Perú,Tacna,1941.0,83.0
Mariscal Miller,Tacna,Jorge Basadre,Copa Perú,Tacna,1961.0,63.0
Sport Junior,Ilabaya,Mirave,Copa Perú,Tacna,1991.0,33.0
Unión Alfonso Ugarte,Gregorio Albarracín,Joel Gutiérrez,Copa Perú,Tacna,2003.0,21.0
Unión Los Palos FC,La Yarada-Los Palos,Jorge Basadre,Copa Perú,Tacna,1976.0,48.0
Unión Mirave,Ilabaya,Mirave,Copa Perú,Tacna,1977.0,47.0
Urbanización Tacna,Pocollay,Municipal de Pocollay,Copa Perú,Tacna,1993.0,31.0
Virgen de la Natividad,Tacna,Jorge Basadre,Copa Perú,Tacna,2020.0,4.0
24 de Julio,Papayal,Integración,Copa Perú,Tumbes,1945.0,79.0
Alianza Grau,Zorritos,IPD de Zorritos,Copa Perú,Tumbes,1975.0,49.0
Alianza Tumbesina,Tumbes,Mariscal Cáceres,Copa Perú,Tumbes,1948.0,76.0
Andrés Araujo,San Juan de la Virgen,24 de Junio,Copa Perú,Tumbes,1953.0,71.0
Comercial Aguas Verdes,Zarumilla,24 de julio,Copa Perú,Tumbes,1971.0,53.0
Cristal Tumbes,Tumbes,Mariscal Cáceres,Copa Perú,Tumbes,1981.0,43.0
